Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
P	21	9	192	547.4	79.04	62595	0.349	670.9	307.2	195832	0.732	114.7	0.8726	0.6265	311.8	0.8132	0.5256	16211	Piplartine	0.003810395
P	21	10	191	588	86.62	66306	0.365	707.4	329.6	202181	0.748	116.5	0.8754	0.6373	320.8	0.8058	0.5168	18011	Piplartine	0.003810395
P	21	11	191	569.1	84.39	64383	0.3641	659.8	304.7	187021	0.7124	116	0.8617	0.6192	307.1	0.7981	0.5155	19815	Piplartine	0.003810395
P	21	12	191	567.8	83.01	64592	0.3583	660.6	302.2	209843	0.7335	115.3	0.8717	0.6282	351.6	0.7998	0.5125	21614	Piplartine	0.003810395
P	21	13	186	575.8	84.44	69717	0.3571	653.1	308.8	207782	0.737	122.6	0.8762	0.6433	350.8	0.7899	0.5077	23417	Piplartine	0.003810395
P	21	14	184	597.9	89.81	71637	0.3668	715.3	332.9	226999	0.7667	121.2	0.8857	0.6417	344	0.8181	0.5287	25214	Piplartine	0.003810395
P	21	15	199	575.5	83.53	67300	0.3467	738.3	341.1	217392	0.8005	117.4	0.8697	0.6341	325.8	0.7996	0.5178	27014	Piplartine	0.003810395
P	21	16	188	591.7	87.88	70621	0.3644	680.8	322	217446	0.7429	120.6	0.8695	0.6285	338.7	0.7927	0.5067	28815	Piplartine	0.003810395
P	21	17	189	574.1	84.17	69984	0.3613	629.1	301.5	198899	0.733	123.4	0.8613	0.628	351.8	0.7762	0.4887	30615	Piplartine	0.003810395
P	21	18	197	591.3	85.02	69107	0.352	671.7	314.9	206807	0.7522	118	0.8655	0.6143	326.1	0.7875	0.4912	34209	Piplartine	0.003810395
P	21	19	201	584.3	82.14	67309	0.3429	792	360.5	227098	0.7437	116.3	0.8411	0.6006	315.9	0.7951	0.5068	37815	Piplartine	0.003810395
P	21	20	192	572.8	82.58	68044	0.3384	803.3	379.8	245078	0.7498	120.9	0.8441	0.5994	323.1	0.7968	0.5136	41417	Piplartine	0.003810395
P	21	21	188	579.1	82.28	68591	0.3421	761.9	348.1	235781	0.7822	121	0.8574	0.6118	333.9	0.8006	0.5107	45016	Piplartine	0.003810395
P	21	22	190	575.6	81.19	67480	0.3334	759	352	247522	0.7597	118.5	0.8497	0.6054	330.3	0.7931	0.4986	48609	Piplartine	0.003810395
P	21	23	203	591.6	86.11	66065	0.3452	821.1	370.8	263003	0.7781	112.6	0.8146	0.5771	333.2	0.7855	0.4984	52209	Piplartine	0.003810395
O	21	0	197	465.5	63.17	53989	0.3272	692.3	310.5	184656	0.6919	114.3	0.7743	0.5508	276.9	0.7734	0.4879	0	Piplartine	0.003810395
O	21	1	207	437	59.55	47828	0.3215	725.9	319.7	183648	0.6399	106	0.7746	0.544	291.2	0.7715	0.4935	1818	Piplartine	0.003810395
O	21	2	197	482.9	68.87	55686	0.3331	706.4	339.7	177865	0.6595	115.2	0.8027	0.564	279	0.7799	0.5096	3609	Piplartine	0.003810395
O	21	3	200	513.5	73.63	61011	0.347	672.3	327.4	165958	0.7105	120.9	0.8238	0.5837	274.4	0.7738	0.5051	5423	Piplartine	0.003810395
O	21	4	201	538.2	78.92	61025	0.3603	685.4	329.5	171054	0.7541	118.5	0.8074	0.5759	281.6	0.7835	0.5031	7214	Piplartine	0.003810395
O	21	5	190	541	78.78	65397	0.3481	700.5	333.4	193190	0.6762	125	0.8579	0.6126	303.3	0.7838	0.5066	9011	Piplartine	0.003810395
O	21	6	181	546.4	80.91	66898	0.349	657.3	330.1	202469	0.7222	123.4	0.8608	0.6186	353.5	0.7867	0.509	10814	Piplartine	0.003810395
O	21	7	224	520.8	72.68	56800	0.334	626.4	300	159585	0.6858	109.8	0.7986	0.5594	286.1	0.7698	0.4843	12616	Piplartine	0.003810395
O	21	8	204	548.4	79.69	63984	0.3406	646	311.8	173590	0.6986	119.7	0.8108	0.5776	298.4	0.7793	0.4956	14413	Piplartine	0.003810395
O	21	9	197	538.1	80.06	64255	0.3459	674.6	319.8	194302	0.7114	121	0.8566	0.6114	324.9	0.7887	0.5076	16211	Piplartine	0.003810395
O	21	10	202	559.7	81.65	70341	0.3395	629	306	180300	0.7152	130.2	0.8636	0.6139	327.6	0.7996	0.5191	18011	Piplartine	0.003810395
O	21	11	201	555.3	81.68	63869	0.3465	655.8	307.1	179306	0.7533	115.4	0.8548	0.6065	301.1	0.7847	0.5104	19815	Piplartine	0.003810395
O	21	12	204	543.9	77.75	65153	0.3387	582.5	287.5	177719	0.7699	119.3	0.8378	0.6025	336.3	0.7777	0.5038	21614	Piplartine	0.003810395
O	21	13	224	535.2	74.97	62292	0.3244	590	279.2	162391	0.7342	114.1	0.806	0.5726	296.2	0.7746	0.4904	23417	Piplartine	0.003810395
O	21	14	226	541.9	74.75	62531	0.3204	625.2	293.3	181307	0.7511	113.1	0.8048	0.5697	309.6	0.7901	0.5132	25214	Piplartine	0.003810395
O	21	15	238	526.1	72.52	60067	0.3218	633.9	290.5	166529	0.7193	111.7	0.8037	0.5714	283.9	0.7825	0.5077	27014	Piplartine	0.003810395
O	21	16	214	550.3	78.31	66784	0.3313	558.5	268	158561	0.7154	120.4	0.8309	0.5911	300.4	0.7822	0.5031	28815	Piplartine	0.003810395
O	21	17	226	529.7	75.62	60566	0.332	587.4	277.8	169000	0.7277	113.7	0.8123	0.5794	302.1	0.7821	0.4965	30615	Piplartine	0.003810395
O	21	18	238	546.5	74.89	61062	0.3251	671.1	303.6	182736	0.749	110.5	0.8007	0.5603	301.2	0.7807	0.4942	34209	Piplartine	0.003810395
O	21	19	238	538.9	73.46	65074	0.3161	591.1	290.3	162555	0.7475	122.4	0.7996	0.5623	292.2	0.7802	0.4893	37815	Piplartine	0.003810395
O	21	20	234	544.2	75.83	62259	0.3209	598.1	284.9	170148	0.7195	113.6	0.8027	0.5669	278	0.7857	0.5013	41417	Piplartine	0.003810395
O	21	21	249	507.3	66.08	57182	0.3076	625.8	295.7	160831	0.7133	110.3	0.8107	0.5692	264.7	0.7797	0.4872	45016	Piplartine	0.003810395
O	21	22	261	509.2	66.9	56685	0.3039	662.8	321	182552	0.6632	111.1	0.785	0.545	287.9	0.7668	0.4803	48609	Piplartine	0.003810395
O	21	23	268	510.1	66.47	56586	0.3023	755.2	346	203578	0.7285	108.9	0.7776	0.5523	305.2	0.7687	0.4845	52209	Piplartine	0.003810395
N	21	0	754	479.6	68.03	64866	0.3568	644.6	268.8	239248	0.6827	133.8	0.8577	0.5993	376	0.7989	0.4906	0	Piplartine	0.011431184
N	21	1	839	441.8	59.99	56663	0.3355	654.6	272.2	220513	0.6622	127.2	0.8411	0.589	360.3	0.7893	0.4921	1818	Piplartine	0.011431184
N	21	2	815	467.1	63.76	61141	0.3377	732.5	304	267199	0.6806	130.8	0.8523	0.5988	375.8	0.8015	0.5055	3609	Piplartine	0.011431184
N	21	3	781	489.1	67.03	65390	0.3408	789.8	319.9	286176	0.6829	134.3	0.8569	0.5993	387.7	0.8039	0.5063	5423	Piplartine	0.011431184
N	21	4	786	508	71.24	66228	0.3455	787.6	320.5	285631	0.6877	131.5	0.8631	0.6047	384.1	0.803	0.5057	7214	Piplartine	0.011431184
N	21	5	800	521	72.33	67771	0.3437	678.5	289.4	234286	0.6473	132.2	0.8576	0.6016	369.8	0.7908	0.4997	9011	Piplartine	0.011431184
N	21	6	830	511.1	70.01	65994	0.3371	674	288	227388	0.6743	129.8	0.8538	0.6034	362.4	0.7946	0.5006	10814	Piplartine	0.011431184
N	21	7	790	527	73.13	70063	0.3413	654	285.7	229896	0.6837	134.1	0.8628	0.6053	381.6	0.7944	0.4999	12616	Piplartine	0.011431184
N	21	8	811	534.4	73.45	69749	0.3386	648.5	281	208922	0.6488	131.5	0.8583	0.5979	347.7	0.7907	0.4983	14413	Piplartine	0.011431184
N	21	9	831	517	70.19	67098	0.3365	610.3	271.8	192883	0.6697	130.4	0.8457	0.592	344.5	0.7828	0.493	16211	Piplartine	0.011431184
N	21	10	817	543.7	74.4	70811	0.3366	599.4	264.6	184397	0.6582	130.4	0.8475	0.5887	336.1	0.7886	0.4978	18011	Piplartine	0.011431184
N	21	11	796	547.5	76.47	70636	0.349	656.5	285.5	200714	0.6434	130.4	0.8597	0.5969	336.3	0.7975	0.5064	19815	Piplartine	0.011431184
N	21	12	824	539.4	74.14	69053	0.3407	663.6	288.3	196519	0.6515	128.3	0.8509	0.5917	327.9	0.7919	0.5016	21614	Piplartine	0.011431184
N	21	13	808	569.2	80.04	72865	0.3543	620.6	274.6	181674	0.6729	130.2	0.8601	0.5979	334.5	0.7895	0.5014	23417	Piplartine	0.011431184
N	21	14	811	580.8	82.52	73704	0.355	621.2	273.8	182861	0.6549	129.5	0.8598	0.5984	327.9	0.7911	0.4992	25214	Piplartine	0.011431184
N	21	15	814	575.4	81.35	72957	0.3546	601.4	264.6	176601	0.6507	129.3	0.8623	0.6016	329.3	0.7943	0.5018	27014	Piplartine	0.011431184
N	21	16	790	579.3	82.37	75236	0.3575	642.1	276.9	183440	0.6571	132.3	0.8571	0.5925	331.1	0.7921	0.499	28815	Piplartine	0.011431184
N	21	17	804	544.4	75.72	71377	0.3476	634.2	280.8	187139	0.6514	130.8	0.8507	0.5902	330.4	0.7857	0.4988	30615	Piplartine	0.011431184
N	21	18	834	592	83.88	74608	0.3569	727.2	304	199570	0.6608	128.5	0.8517	0.5859	322.4	0.7956	0.4986	34209	Piplartine	0.011431184
N	21	19	864	602.6	86.45	72361	0.3601	718.6	301.8	195315	0.6968	122.5	0.8229	0.5692	322	0.7879	0.4891	37815	Piplartine	0.011431184
N	21	20	898	582.4	81.32	70474	0.3495	663.5	282.2	182346	0.6814	121.2	0.8039	0.552	314.2	0.7718	0.4779	41417	Piplartine	0.011431184
N	21	21	857	584.5	83.42	72465	0.3541	763.4	324.3	212022	0.6744	125.1	0.8199	0.5708	326.3	0.7882	0.4944	45017	Piplartine	0.011431184
N	21	22	875	589.1	84.47	71797	0.3561	746.2	321.5	204776	0.6912	123	0.8209	0.5668	314.8	0.7873	0.4948	48609	Piplartine	0.011431184
N	21	23	854	588.9	83.36	73857	0.3523	770	325.3	222973	0.6485	125.8	0.8171	0.5675	328.2	0.7836	0.4891	52209	Piplartine	0.011431184
M	21	0	406	488.8	72.63	65904	0.37	746.5	317	277803	0.77	134.1	0.8807	0.6253	401.2	0.7967	0.486	0	Piplartine	0.011431184
M	21	1	434	459.1	67.27	60976	0.3623	671.8	299.7	243929	0.7512	133.8	0.8717	0.6187	394.1	0.7996	0.4986	1818	Piplartine	0.011431184
M	21	2	442	473.1	69.16	61009	0.3583	685.1	297.6	244155	0.7315	129.7	0.8726	0.6227	376.7	0.8049	0.5039	3609	Piplartine	0.011431184
M	21	3	438	502.1	72.4	63386	0.355	617.1	263.5	209999	0.7194	127.6	0.8795	0.6257	371.3	0.8009	0.5055	5423	Piplartine	0.011431184
M	21	4	422	513.4	74.21	66708	0.3531	572.6	249.3	203767	0.7027	130.9	0.884	0.63	387.9	0.7913	0.5042	7214	Piplartine	0.011431184
M	21	5	426	521.2	74.83	68934	0.3512	609.2	261.9	213012	0.7076	132.6	0.8748	0.6241	381.1	0.7991	0.512	9011	Piplartine	0.011431184
M	21	6	434	527.2	75.44	66903	0.3527	598.8	262.7	208025	0.7245	128.8	0.8745	0.6217	380.1	0.7916	0.5046	10814	Piplartine	0.011431184
M	21	7	423	531.7	75.98	68619	0.3505	598.5	264.6	209266	0.7099	130.4	0.874	0.6284	390.4	0.7925	0.5068	12616	Piplartine	0.011431184
M	21	8	424	544.5	78.54	70259	0.355	577.1	261.3	200433	0.6934	131.9	0.8776	0.6253	387.1	0.7836	0.4979	14413	Piplartine	0.011431184
M	21	9	420	526.2	75.46	68943	0.3509	615.6	275	214815	0.705	132.5	0.8774	0.6237	380.9	0.7882	0.5025	16211	Piplartine	0.011431184
M	21	10	426	554.8	80.24	71768	0.3529	602.3	267.9	211502	0.6875	130.7	0.8767	0.6286	384	0.7887	0.5005	18011	Piplartine	0.011431184
M	21	11	425	550.3	80.42	70471	0.3563	581.9	263.9	198751	0.6888	130.8	0.8829	0.6309	373.7	0.7932	0.506	19815	Piplartine	0.011431184
M	21	12	425	563	81.54	72903	0.3602	618	282.3	205400	0.723	133.5	0.8795	0.6253	384.5	0.7941	0.5083	21614	Piplartine	0.011431184
M	21	13	431	578.4	84.92	74660	0.3568	639.5	287.3	213162	0.6812	133.1	0.8821	0.6315	367.5	0.8024	0.5109	23417	Piplartine	0.011431184
M	21	14	436	584.4	85.07	73854	0.3574	642.4	286.7	210576	0.6789	131.1	0.8778	0.6221	357.7	0.7981	0.4988	25214	Piplartine	0.011431184
M	21	15	448	574.4	83.14	72918	0.3522	643.2	290	198926	0.6916	130.3	0.871	0.6159	357.4	0.7969	0.501	27014	Piplartine	0.011431184
M	21	16	420	590	87.84	76828	0.3595	645	285.5	207179	0.6713	135.8	0.878	0.624	355.3	0.7926	0.5026	28815	Piplartine	0.011431184
M	21	17	425	572.7	84.03	73894	0.358	604.4	272.8	199644	0.6662	133.6	0.8789	0.6269	362.8	0.7959	0.5031	30615	Piplartine	0.011431184
M	21	18	431	593.9	86.29	76805	0.3552	637.8	289.3	204532	0.6755	133.3	0.8748	0.6165	364	0.7889	0.4964	34209	Piplartine	0.011431184
M	21	19	438	614.1	90.4	77117	0.3668	669	293.4	218698	0.6641	130.9	0.8828	0.6272	365.8	0.7935	0.5017	37815	Piplartine	0.011431184
M	21	20	419	608.5	90.04	79065	0.3661	680.7	304.8	227088	0.6698	135.1	0.8848	0.6347	377.4	0.7983	0.5095	41417	Piplartine	0.011431184
M	21	21	437	581.1	84.38	76353	0.3545	703.3	312.1	231628	0.7022	132.8	0.8715	0.6188	367.7	0.7949	0.5027	45016	Piplartine	0.011431184
M	21	22	427	598.3	87.54	77020	0.3627	766.1	326.8	251580	0.6769	133.7	0.8726	0.6201	392	0.7848	0.4958	48609	Piplartine	0.011431184
M	21	23	423	596.6	86.92	79909	0.3606	800.4	348	279037	0.6773	136	0.8662	0.6111	393.1	0.7911	0.4938	52209	Piplartine	0.011431184
L	21	0	312	518.8	77.33	64560	0.3757	683.6	304.8	234684	0.7234	125.5	0.8462	0.5867	354.7	0.7836	0.4875	0	Piplartine	0.034293553
L	21	1	308	488.4	71.78	60922	0.3687	690.6	288.4	227549	0.7179	126.9	0.8481	0.5961	354.5	0.787	0.4963	1818	Piplartine	0.034293553
L	21	2	313	530.4	79.8	63080	0.3844	624.6	267	202699	0.7228	120.6	0.8546	0.6014	339.3	0.8017	0.5137	3609	Piplartine	0.034293553
L	21	3	336	537.3	79.8	63488	0.3722	595.8	258.7	174586	0.6886	117.7	0.8601	0.6169	309	0.7988	0.5183	5422	Piplartine	0.034293553
L	21	4	341	555.7	82.34	65725	0.3762	640.7	277.3	189820	0.681	119.2	0.8617	0.6068	316.3	0.8005	0.5127	7214	Piplartine	0.034293553
L	21	5	336	571.1	86.38	67860	0.3813	635.1	269.5	198498	0.6811	119.8	0.8784	0.6211	323.1	0.8037	0.5158	9010	Piplartine	0.034293553
L	21	6	365	559.1	81.55	65127	0.3662	609	266.7	185195	0.6792	117.7	0.8533	0.6015	312.5	0.7869	0.4971	10814	Piplartine	0.034293553
L	21	7	355	574.5	86.19	69079	0.3716	592.3	267.5	175573	0.6825	123.3	0.8565	0.605	314.1	0.7951	0.5022	12616	Piplartine	0.034293553
L	21	8	355	570.9	84.1	69822	0.3666	636.9	274.9	191148	0.6835	122.9	0.8636	0.6037	310.5	0.7943	0.5054	14413	Piplartine	0.034293553
L	21	9	361	551.3	83.58	66725	0.3652	649.2	286.3	195443	0.7026	120.5	0.8255	0.587	305.5	0.7932	0.5049	16211	Piplartine	0.034293553
L	21	10	356	594.1	89.05	71894	0.3688	578.8	256.2	177249	0.6715	123.6	0.8603	0.5951	312.8	0.786	0.4913	18011	Piplartine	0.034293553
L	21	11	364	576.4	87.59	69064	0.3717	600.4	265.7	182605	0.711	121.1	0.8317	0.5832	315.5	0.7895	0.4985	19815	Piplartine	0.034293553
L	21	12	367	576.3	85.19	70801	0.3656	581.1	259.2	175238	0.6994	122.7	0.85	0.5935	307	0.7824	0.4914	21614	Piplartine	0.034293553
L	21	13	378	573.1	83.22	70552	0.3572	616.3	275.8	194436	0.6796	122.6	0.8482	0.6004	326	0.7855	0.5049	23417	Piplartine	0.034293553
L	21	14	387	581.4	83.09	71332	0.3517	623.4	274.9	195827	0.6853	121	0.8472	0.603	321.4	0.7855	0.4903	25214	Piplartine	0.034293553
L	21	15	374	593.1	87.18	74064	0.3617	655.6	292.2	205519	0.6831	126.1	0.8599	0.6088	323.9	0.7873	0.4946	27014	Piplartine	0.034293553
L	21	16	387	586.3	84.57	71927	0.3586	665.9	290.9	197797	0.71	122.9	0.8533	0.6043	314.4	0.797	0.4986	28815	Piplartine	0.034293553
L	21	17	387	570.2	84.46	69865	0.3619	642.4	287.5	200874	0.7102	123.7	0.8558	0.6086	332.6	0.7862	0.4871	30615	Piplartine	0.034293553
L	21	18	413	590.3	86.12	71065	0.36	673.9	300.6	214840	0.7022	120.7	0.8284	0.5896	333.7	0.7843	0.4905	34208	Piplartine	0.034293553
L	21	19	416	585.1	83.53	73591	0.3518	669.8	301.3	209945	0.6601	126.6	0.8589	0.5985	331	0.7937	0.4969	37815	Piplartine	0.034293553
L	21	20	398	596	86.84	75379	0.3578	627.4	286	204014	0.6905	126.7	0.8554	0.6012	346.6	0.7774	0.4872	41417	Piplartine	0.034293553
L	21	21	403	573.8	82.65	74055	0.3521	642.3	290.9	207792	0.6877	129.1	0.855	0.5992	349.9	0.7816	0.4893	45016	Piplartine	0.034293553
L	21	22	393	584.1	85.36	76469	0.3572	668.5	308.5	218778	0.6975	131.2	0.8644	0.6133	361	0.7859	0.5043	48609	Piplartine	0.034293553
L	21	23	408	596.2	88.57	73548	0.3579	748	341.1	248925	0.7333	125.1	0.8191	0.5753	357.5	0.7715	0.4879	52208	Piplartine	0.034293553
K	21	0	262	523.2	78.27	63856	0.3846	661.8	286.3	185596	0.7008	121.3	0.8405	0.5855	300.1	0.7874	0.4914	0	Piplartine	0.034293553
K	21	1	280	470.8	68.51	54080	0.369	619.2	269.9	176539	0.7345	112.8	0.8065	0.5695	298.6	0.778	0.4959	1818	Piplartine	0.034293553
K	21	2	297	489.3	70.56	54766	0.3631	580.8	255.4	153146	0.6916	109.9	0.7976	0.5563	277.5	0.7732	0.4875	3609	Piplartine	0.034293553
K	21	3	296	508.5	72.78	55791	0.356	572.8	262.7	138328	0.6514	107.3	0.8043	0.5653	253.2	0.7848	0.5063	5422	Piplartine	0.034293553
K	21	4	278	513.2	74.6	60320	0.3572	584.5	265.8	154923	0.6949	114.9	0.8059	0.572	284.1	0.7737	0.5021	7214	Piplartine	0.034293553
K	21	5	292	529.5	74.71	63566	0.3556	550.6	243.1	144677	0.691	121	0.8335	0.5855	303.7	0.7824	0.5009	9010	Piplartine	0.034293553
K	21	6	283	539.8	77.64	64886	0.358	514.2	232.5	145393	0.6469	121.3	0.8435	0.5929	307.9	0.7724	0.4947	10813	Piplartine	0.034293553
K	21	7	292	544	76.67	63796	0.346	520.1	236.3	141141	0.6647	115.3	0.8354	0.594	287.9	0.7756	0.4968	12616	Piplartine	0.034293553
K	21	8	288	564.3	82.3	66421	0.3566	509.3	232.8	139318	0.6386	119.9	0.8425	0.589	294.7	0.7801	0.5014	14413	Piplartine	0.034293553
K	21	9	277	543.3	77.21	68504	0.3556	480.5	222.7	135972	0.6116	126.7	0.8559	0.6089	289.8	0.7842	0.5031	16211	Piplartine	0.034293553
K	21	10	278	580.6	83.25	70324	0.3657	492.3	233.8	130205	0.6208	123.8	0.8499	0.593	288.9	0.7724	0.4917	18011	Piplartine	0.034293553
K	21	11	284	550.8	76.9	66416	0.3529	486.1	221.8	137167	0.6172	121.4	0.8365	0.5933	309.9	0.7669	0.4901	19815	Piplartine	0.034293553
K	21	12	292	555.7	77.39	67005	0.3445	489	234.9	134134	0.6501	121.3	0.8419	0.5888	294.1	0.7687	0.4924	21614	Piplartine	0.034293553
K	21	13	280	581.7	82.99	72015	0.3566	557.5	255	157004	0.6492	124.2	0.8534	0.6017	295.9	0.7867	0.5037	23417	Piplartine	0.034293553
K	21	14	293	580.8	83.24	70646	0.3531	551.1	250.9	142923	0.6678	122.1	0.8478	0.5988	291.1	0.7783	0.5007	25214	Piplartine	0.034293553
K	21	15	280	592.6	85.19	72102	0.3609	576.2	260	160047	0.6696	123.4	0.8446	0.5913	308.3	0.7715	0.4876	27014	Piplartine	0.034293553
K	21	16	320	567.7	80.01	65891	0.3463	593.4	271.2	155565	0.6916	115.1	0.8025	0.5605	280.3	0.7641	0.4853	28815	Piplartine	0.034293553
K	21	17	288	556.1	79.14	69771	0.3434	559.7	259.4	161008	0.674	125.1	0.8452	0.5943	315.6	0.7705	0.4863	30615	Piplartine	0.034293553
K	21	18	288	608.8	87.57	73749	0.356	573.7	274.3	163549	0.6955	122.5	0.8488	0.6062	309.1	0.7735	0.4908	34208	Piplartine	0.034293553
K	21	19	313	585.9	82.01	70374	0.3466	573.7	273.3	161623	0.6859	119.9	0.8399	0.5859	311.4	0.7626	0.4817	37815	Piplartine	0.034293553
K	21	20	297	595.1	85.31	73703	0.3564	629.6	279.2	183034	0.6833	125.1	0.8498	0.5972	321.1	0.7677	0.4788	41417	Piplartine	0.034293553
K	21	21	317	577	81.23	69714	0.3455	683.1	306.6	203254	0.6354	120.2	0.8443	0.5855	326.1	0.7689	0.4762	45016	Piplartine	0.034293553
K	21	22	337	570	80.03	68691	0.3422	622.7	276.6	173137	0.651	119.9	0.8446	0.585	312.1	0.7735	0.4916	48609	Piplartine	0.034293553
K	21	23	325	579.4	81.48	71134	0.3423	686.5	304.9	190271	0.6659	123.9	0.8258	0.5718	316	0.7731	0.4865	52208	Piplartine	0.034293553
J	21	0	511	504.2	73.26	67988	0.3804	548.8	234.6	187120	0.6633	134.2	0.8624	0.6051	381.1	0.7704	0.4747	0	Piplartine	0.102880658
J	21	1	520	477.4	67.78	65007	0.3674	463.3	206.4	166469	0.6068	137.1	0.8599	0.6073	401.4	0.7581	0.4755	1818	Piplartine	0.102880658
J	21	2	513	495.5	71.02	67258	0.3701	440.2	193.8	142120	0.5826	136.5	0.8699	0.6161	355.5	0.7806	0.498	3609	Piplartine	0.102880658
J	21	3	533	512.3	74.21	68113	0.3681	427.4	187.2	137071	0.5918	133.1	0.8768	0.6208	347.2	0.781	0.504	5422	Piplartine	0.102880658
J	21	4	546	524.7	75.41	69185	0.3666	446.1	189.5	146872	0.5907	132.6	0.8761	0.624	350.9	0.7805	0.4987	7214	Piplartine	0.102880658
J	21	5	548	545.1	78.14	72372	0.366	427.4	181.2	148354	0.5774	134.5	0.8734	0.62	364.2	0.7686	0.4839	9010	Piplartine	0.102880658
J	21	6	560	534.5	77.29	69742	0.3652	394.7	170.3	136216	0.584	132.9	0.8761	0.6211	369.6	0.7633	0.481	10813	Piplartine	0.102880658
J	21	7	547	544.7	79.02	72767	0.3646	412.8	175	151389	0.5831	135.8	0.8844	0.63	383.9	0.7683	0.4892	12616	Piplartine	0.102880658
J	21	8	572	536.4	76.52	73038	0.352	424.1	182.1	142039	0.578	136.8	0.8694	0.6239	357.5	0.7752	0.4914	14413	Piplartine	0.102880658
J	21	9	581	530.6	76.76	69952	0.358	440.4	187.5	144630	0.5867	133.3	0.8834	0.6307	352.4	0.7849	0.4973	16211	Piplartine	0.102880658
J	21	10	577	563.1	81.81	74790	0.3592	496.3	209.5	169548	0.617	134.7	0.8879	0.6321	376.7	0.784	0.4987	18011	Piplartine	0.102880658
J	21	11	586	554.3	80.12	71774	0.3596	479.8	200.7	156468	0.6179	132.4	0.8882	0.6331	356.7	0.7908	0.501	19815	Piplartine	0.102880658
J	21	12	591	552.1	79.75	72518	0.3584	482.2	203.8	159518	0.5983	133.4	0.8852	0.6307	367.9	0.782	0.4969	21614	Piplartine	0.102880658
J	21	13	596	572.2	85	73654	0.3649	439.1	188	145827	0.5983	131.7	0.8899	0.6273	363.7	0.7838	0.4948	23417	Piplartine	0.102880658
J	21	14	615	568.8	82.22	75264	0.3552	453	194.1	156309	0.5857	134	0.8868	0.6267	370.7	0.7793	0.4918	25214	Piplartine	0.102880658
J	21	15	615	556.1	79.67	73756	0.3532	476.8	199	164454	0.5712	134.3	0.8836	0.623	370.6	0.7784	0.4894	27014	Piplartine	0.102880658
J	21	16	638	561.7	79.94	73116	0.3478	472.3	197.4	158515	0.5678	131.7	0.8756	0.617	351.8	0.7807	0.4928	28815	Piplartine	0.102880658
J	21	17	638	541.1	77.47	71139	0.353	443.5	191.4	148489	0.5526	133.8	0.8805	0.6254	357.1	0.7817	0.4928	30615	Piplartine	0.102880658
J	21	18	665	569.2	80.52	74341	0.3497	476.5	199.6	159256	0.5678	132.2	0.8749	0.6132	361.4	0.782	0.4928	34209	Piplartine	0.102880658
J	21	19	647	579.3	83.39	75958	0.3576	468.8	199.9	160882	0.5925	133.8	0.8846	0.6246	379	0.7826	0.4962	37815	Piplartine	0.102880658
J	21	20	679	557.9	78.36	74269	0.3469	511.5	208.3	172614	0.5737	133.9	0.8812	0.6231	366.6	0.7884	0.4959	41417	Piplartine	0.102880658
J	21	21	683	554.2	78.82	73053	0.3524	517.7	211.5	177070	0.5531	132.8	0.8847	0.6284	366.3	0.7921	0.4983	45016	Piplartine	0.102880658
J	21	22	719	548	76.09	72026	0.3443	539	219	178287	0.5454	131.3	0.8666	0.6058	355.9	0.7828	0.4918	48609	Piplartine	0.102880658
J	21	23	714	578.9	83.35	75732	0.3572	510.8	208.6	171163	0.5416	132.1	0.8799	0.6183	361.2	0.7809	0.4907	52208	Piplartine	0.102880658
I	21	0	494	518.7	78.72	74627	0.3849	814.4	334.9	313953	0.7194	145.4	0.8702	0.6132	427.1	0.7887	0.4806	0	Piplartine	0.102880658
I	21	1	533	471.2	69.79	66862	0.3765	704	285.6	267179	0.6784	145.4	0.8605	0.6001	415.3	0.7877	0.4877	1818	Piplartine	0.102880658
I	21	2	566	486.7	71.86	65424	0.3783	776.4	309.2	299193	0.7021	136.2	0.8213	0.5866	396.5	0.7926	0.4978	3609	Piplartine	0.102880658
I	21	3	577	506.2	74.74	66752	0.3822	713.3	281.4	238316	0.6573	132.7	0.8623	0.6038	361	0.8029	0.513	5422	Piplartine	0.102880658
I	21	4	553	528.9	78.79	70670	0.3878	695.4	276.3	255667	0.6397	136.2	0.8721	0.6167	372.6	0.806	0.5148	7214	Piplartine	0.102880658
I	21	5	543	554.4	85.34	73907	0.387	725.4	291	273178	0.6527	137	0.8728	0.6154	384.4	0.8089	0.5181	9010	Piplartine	0.102880658
I	21	6	549	552.7	82.87	73658	0.3816	669.4	272.5	266725	0.6203	136	0.8724	0.6134	387.1	0.8009	0.5128	10813	Piplartine	0.102880658
