Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
J	20	19	722	564.5	73.25	77857	0.3164	713.9	255.3	284285	0.5885	140.4	0.861	0.6113	388.2	0.7739	0.482	37815	Pyr. pamoate	0.102880658
J	20	20	712	569.4	75.53	77254	0.3248	791.6	258.8	435643	0.5288	138.1	0.8657	0.6095	385.4	0.7786	0.4903	41417	Pyr. pamoate	0.102880658
J	20	21	726	550.5	71.72	72399	0.3189	1707	324.1	945320	0.488	133.5	0.865	0.6105	394.1	0.7743	0.4881	45016	Pyr. pamoate	0.102880658
J	20	22	712	565.6	75.67	74117	0.3261	1320	309	671582	0.5054	133.5	0.8633	0.6077	397.8	0.7724	0.4811	48609	Pyr. pamoate	0.102880658
J	20	23	724	576.3	76.17	77678	0.326	1813	372.8	785267	0.5249	139.4	0.86	0.6058	402.9	0.7736	0.4868	52209	Pyr. pamoate	0.102880658
K	20	0	506	391.2	35.82	40919	0.1759	416.3	193.4	109217	0.6037	93.65	0.7093	0.484	226.8	0.7246	0.4554	0	Pyr. pamoate	0.034293553
K	20	1	565	350.4	29.71	33307	0.1666	376.3	169.9	90906	0.5638	86.15	0.6945	0.4723	199.9	0.7222	0.4426	1818	Pyr. pamoate	0.034293553
K	20	2	402	425.1	42.51	46004	0.2217	547	232.4	136112	0.672	102.6	0.7644	0.5325	251.9	0.7766	0.4876	3609	Pyr. pamoate	0.034293553
K	20	3	467	405.3	38.62	43620	0.191	428.5	196.6	108394	0.6115	101.3	0.7303	0.5078	234.3	0.7433	0.4738	5423	Pyr. pamoate	0.034293553
K	20	4	444	416.8	39.91	44168	0.1967	391.8	182.3	98750	0.6097	99.53	0.7446	0.5217	229.7	0.7504	0.4702	7214	Pyr. pamoate	0.034293553
K	20	5	428	431.5	41.29	48294	0.1995	418.3	192.1	109821	0.6301	107.1	0.7505	0.5281	249.9	0.7562	0.4778	9010	Pyr. pamoate	0.034293553
K	20	6	400	440.6	43.88	48756	0.2103	430	193.3	121531	0.6087	105.1	0.7664	0.5435	257.2	0.7609	0.4792	10814	Pyr. pamoate	0.034293553
K	20	7	320	489.5	54.17	57518	0.2484	475.3	209.1	148232	0.6524	115	0.812	0.5785	293.8	0.785	0.4953	12616	Pyr. pamoate	0.034293553
K	20	8	1023	355.5	23.85	29426	0.1008	261.1	120.1	52499	0.4273	75.14	0.645	0.4419	145.1	0.688	0.4417	14413	Pyr. pamoate	0.034293553
K	20	9	404	443.9	44.3	50223	0.2096	431.9	202.9	122371	0.6812	109.9	0.7586	0.5357	276.6	0.7533	0.4671	16211	Pyr. pamoate	0.034293553
K	20	10	357	477.8	49.01	59893	0.2215	457.1	215.8	147396	0.6703	124	0.7947	0.5637	313.1	0.766	0.4837	18011	Pyr. pamoate	0.034293553
K	20	11	421	440.1	42.25	49659	0.1992	395.8	191.4	116400	0.6285	107.5	0.7507	0.5261	267.4	0.7424	0.466	19815	Pyr. pamoate	0.034293553
K	20	12	347	474.2	48.74	54297	0.2199	440.5	205.4	131554	0.6144	110.2	0.779	0.5506	283.3	0.7555	0.4773	21614	Pyr. pamoate	0.034293553
K	20	13	354	491.3	51.35	61357	0.2268	449.1	214.9	146061	0.689	124.9	0.8007	0.5739	327	0.7501	0.4679	23417	Pyr. pamoate	0.034293553
K	20	14	329	514.9	56.59	63993	0.245	467.1	219.5	149672	0.6896	124.3	0.8208	0.5832	325.6	0.7654	0.4779	25214	Pyr. pamoate	0.034293553
K	20	15	361	488.3	51.01	59542	0.2269	442.1	201.5	136980	0.6812	120.4	0.8035	0.5658	309.9	0.7599	0.4634	27014	Pyr. pamoate	0.034293553
K	20	16	476	431.8	38.91	48500	0.1696	354.1	170	104866	0.6026	106.4	0.7129	0.5054	263.4	0.7103	0.4433	28815	Pyr. pamoate	0.034293553
K	20	17	366	473.9	48.66	56168	0.2191	474.9	219.6	151299	0.6606	114.7	0.7849	0.5617	307.5	0.754	0.4732	30615	Pyr. pamoate	0.034293553
K	20	18	777	391.9	28.63	38429	0.1169	289.6	139.5	77686	0.5051	89.13	0.6534	0.4495	204.4	0.6878	0.4344	34209	Pyr. pamoate	0.034293553
K	20	19	983	380.4	26.42	31992	0.1014	249.7	119.1	58551	0.459	75.57	0.6367	0.4376	160.1	0.685	0.4351	37815	Pyr. pamoate	0.034293553
K	20	20	352	494.4	51.62	57805	0.2309	479.3	227.1	154975	0.6615	114.5	0.7984	0.5638	318.4	0.7407	0.4522	41417	Pyr. pamoate	0.034293553
K	20	21	886	375.9	26.51	30557	0.1048	277.8	132	59436	0.4197	72.96	0.6402	0.4364	150.9	0.6769	0.4309	45016	Pyr. pamoate	0.034293553
K	20	22	887	390	29.51	33769	0.1195	292.4	141.1	64166	0.4273	81.48	0.6482	0.4414	172.4	0.6724	0.425	48609	Pyr. pamoate	0.034293553
K	20	23	269	554.1	67.32	60408	0.2707	581.1	275.5	167002	0.6473	109	0.8127	0.5611	284.4	0.7488	0.4531	52209	Pyr. pamoate	0.034293553
L	20	0	514	490.8	59.6	61713	0.2912	631.2	276.9	196373	0.6948	123.5	0.8207	0.5745	327.6	0.781	0.4837	0	Pyr. pamoate	0.034293553
L	20	1	580	438.6	50.27	53552	0.2623	554	247.9	155773	0.7329	119.8	0.8019	0.5657	313.8	0.7902	0.4901	1818	Pyr. pamoate	0.034293553
L	20	2	584	455	53.07	54353	0.2646	550	245.1	153613	0.6981	116.8	0.8147	0.5739	303	0.7979	0.5072	3609	Pyr. pamoate	0.034293553
L	20	3	563	484.4	57.03	58217	0.2683	581.5	251.3	163643	0.7051	118.1	0.8177	0.5856	308.4	0.8047	0.5133	5423	Pyr. pamoate	0.034293553
L	20	4	573	483.2	56.26	59087	0.261	504.7	229.1	152089	0.7103	119.9	0.8235	0.5889	321	0.7917	0.5067	7214	Pyr. pamoate	0.034293553
L	20	5	599	489.6	55.2	59737	0.2534	506.9	236.9	159206	0.7156	119.7	0.8339	0.5903	325.1	0.7946	0.5041	9010	Pyr. pamoate	0.034293553
L	20	6	628	480.5	54.64	56979	0.2535	473.1	216.5	137828	0.7042	115.7	0.8154	0.5781	305.5	0.7822	0.4912	10814	Pyr. pamoate	0.034293553
L	20	7	602	494	56.97	59985	0.2578	501.1	226.4	157297	0.7161	120.1	0.8131	0.5831	334.1	0.7839	0.4914	12616	Pyr. pamoate	0.034293553
L	20	8	615	497	56.78	60057	0.2542	493.7	217.7	147186	0.7153	119.5	0.818	0.5829	322.9	0.7744	0.4847	14413	Pyr. pamoate	0.034293553
L	20	9	605	492.9	56.42	58991	0.2594	506	227.5	157813	0.7212	118.1	0.8274	0.5858	331	0.7833	0.4914	16211	Pyr. pamoate	0.034293553
L	20	10	620	504.2	56.26	62255	0.249	436.4	203.5	135671	0.7267	121.7	0.8158	0.5772	327.6	0.7718	0.4814	18011	Pyr. pamoate	0.034293553
L	20	11	651	482.7	52.57	58079	0.2403	465.6	214.8	144413	0.7366	116.8	0.8037	0.5696	320.9	0.7796	0.4861	19815	Pyr. pamoate	0.034293553
L	20	12	627	500.9	55.87	61171	0.2495	430.8	202.8	138967	0.7236	119.6	0.8089	0.5718	329.3	0.776	0.48	21614	Pyr. pamoate	0.034293553
L	20	13	651	500.2	54.3	60001	0.2389	419.3	198.4	128759	0.7089	115.5	0.8109	0.5735	318	0.7685	0.4788	23417	Pyr. pamoate	0.034293553
L	20	14	609	513	56.16	63116	0.2477	434.8	206.4	140885	0.6963	119.5	0.8252	0.5788	335.6	0.7723	0.4769	25214	Pyr. pamoate	0.034293553
L	20	15	640	503.5	55.12	61305	0.2399	445.1	210.1	143075	0.7243	117.8	0.7986	0.5651	332	0.7705	0.4749	27014	Pyr. pamoate	0.034293553
L	20	16	601	516.3	57.66	63557	0.2521	433.8	203.7	136684	0.7228	120.7	0.8185	0.5802	330.8	0.7705	0.4787	28815	Pyr. pamoate	0.034293553
L	20	17	604	498.5	55.66	61316	0.2497	434.1	205.4	139452	0.7157	119.4	0.8216	0.5809	329.7	0.7653	0.4707	30615	Pyr. pamoate	0.034293553
L	20	18	620	529.2	59.9	63386	0.2542	460.2	217.5	136874	0.7081	117.5	0.8208	0.5783	322.7	0.7663	0.4736	34209	Pyr. pamoate	0.034293553
L	20	19	620	524.8	57.87	63330	0.246	499.5	235.2	148682	0.7066	117	0.8135	0.575	319.4	0.7723	0.4761	37815	Pyr. pamoate	0.034293553
L	20	20	577	527.8	60.97	64979	0.2569	541.2	256.7	176202	0.689	120.7	0.8384	0.5912	335.1	0.7657	0.4752	41417	Pyr. pamoate	0.034293553
L	20	21	578	530.8	61.86	62029	0.2652	545.4	263.2	166383	0.6961	114.3	0.8227	0.5782	325.2	0.7582	0.4691	45016	Pyr. pamoate	0.034293553
L	20	22	553	549.6	66.72	63154	0.2757	614.7	294.9	180901	0.6889	114.2	0.8302	0.583	328.1	0.7632	0.4716	48609	Pyr. pamoate	0.034293553
L	20	23	549	554.4	66.36	63763	0.2769	632.1	306	197493	0.6877	114	0.8293	0.5825	342.1	0.7596	0.4657	52209	Pyr. pamoate	0.034293553
M	20	0	714	522.6	61.01	65830	0.2798	798.2	335.2	252884	0.7728	125.3	0.8119	0.5691	329.7	0.8027	0.4992	0	Pyr. pamoate	0.011431184
M	20	1	964	410.6	40	44446	0.2136	775	331.6	192331	0.7799	103.7	0.7626	0.5267	253.6	0.8038	0.4956	1818	Pyr. pamoate	0.011431184
M	20	2	940	428	42.21	44675	0.2139	931.6	373.8	258921	0.7457	101.9	0.7734	0.5421	254.9	0.8183	0.517	3609	Pyr. pamoate	0.011431184
M	20	3	1017	430.3	40.3	43169	0.1995	968.3	375.8	251087	0.6793	96.26	0.7636	0.5316	231.8	0.8055	0.5108	5423	Pyr. pamoate	0.011431184
M	20	4	965	449.7	43.93	44180	0.2092	951	376.4	244436	0.6824	94.89	0.7705	0.5385	225.4	0.8114	0.5224	7214	Pyr. pamoate	0.011431184
M	20	5	932	478.8	48.03	47793	0.2144	991.4	387.1	299224	0.5987	97.68	0.7745	0.5458	246	0.8157	0.5289	9010	Pyr. pamoate	0.011431184
M	20	6	913	484.9	49.42	47601	0.2217	1103	416.6	300179	0.6226	96.04	0.7809	0.5476	234.1	0.8171	0.5282	10814	Pyr. pamoate	0.011431184
M	20	7	906	502.1	50.94	48900	0.2251	993.2	404.5	261803	0.6489	95.96	0.7881	0.5534	224.7	0.8147	0.5313	12616	Pyr. pamoate	0.011431184
M	20	8	956	493.7	48.57	47897	0.2138	969.8	389.2	254751	0.6193	93.67	0.7781	0.5425	232.1	0.8051	0.524	14413	Pyr. pamoate	0.011431184
M	20	9	998	477.8	46.26	45461	0.202	959.1	390.3	244567	0.6236	91.01	0.7655	0.5358	223.3	0.8039	0.5172	16211	Pyr. pamoate	0.011431184
M	20	10	919	516.3	52.11	50918	0.2158	865.3	378.7	201179	0.7398	95.42	0.7805	0.5418	222.2	0.8115	0.5232	18011	Pyr. pamoate	0.011431184
M	20	11	900	515.7	52.84	50555	0.2176	919.6	392.2	208300	0.7233	95.41	0.7847	0.5539	220.8	0.8073	0.5236	19815	Pyr. pamoate	0.011431184
M	20	12	850	535.7	56.47	52410	0.2298	898.5	380.3	210952	0.7163	95.53	0.7952	0.5598	227.1	0.817	0.5276	21614	Pyr. pamoate	0.011431184
M	20	13	863	541.5	56.86	53454	0.2269	898.3	381.3	210557	0.7386	96.52	0.7988	0.5637	229.4	0.8186	0.5316	23417	Pyr. pamoate	0.011431184
M	20	14	857	545.9	57.01	55077	0.228	870.3	374.1	205669	0.7018	98.57	0.8003	0.5635	229.1	0.8177	0.5293	25214	Pyr. pamoate	0.011431184
M	20	15	844	556.8	58.86	54311	0.232	901.3	386.4	211020	0.7497	95.05	0.7999	0.559	227.4	0.8198	0.5295	27014	Pyr. pamoate	0.011431184
M	20	16	803	565.4	61.21	56296	0.2407	853.9	371.3	200821	0.753	98.01	0.8023	0.5659	224.7	0.8187	0.531	28815	Pyr. pamoate	0.011431184
M	20	17	818	555.4	60.46	54962	0.2421	848.4	368.1	198913	0.7153	97.46	0.8032	0.5628	221.4	0.8152	0.5278	30615	Pyr. pamoate	0.011431184
M	20	18	771	598.5	66.09	60908	0.25	939.2	401.5	225309	0.6752	100.8	0.8205	0.5772	225.6	0.8174	0.5268	34209	Pyr. pamoate	0.011431184
M	20	19	754	612.8	69	62389	0.2546	930.7	396.3	213818	0.6886	101	0.8238	0.5811	223.8	0.8213	0.5308	37815	Pyr. pamoate	0.011431184
M	20	20	765	606.9	67.51	60717	0.2535	874.9	377.1	192504	0.7104	99.55	0.8129	0.5715	217.4	0.8081	0.5196	41417	Pyr. pamoate	0.011431184
M	20	21	778	590.8	65.46	58568	0.2496	879.6	379.4	206149	0.6334	97.48	0.8143	0.5737	224.8	0.8117	0.5231	45016	Pyr. pamoate	0.011431184
M	20	22	724	601.7	67.62	60942	0.2552	864.2	379.7	208902	0.6388	100.7	0.8194	0.5755	230.9	0.811	0.5252	48609	Pyr. pamoate	0.011431184
M	20	23	739	617.5	70.04	61787	0.2574	907.5	387.7	251655	0.5559	99.48	0.8253	0.5806	232	0.8086	0.5234	52209	Pyr. pamoate	0.011431184
N	20	0	1079	513.9	57.8	66371	0.2689	748.6	304.2	232129	0.7815	127	0.8063	0.5618	334.5	0.8004	0.4891	0	Pyr. pamoate	0.011431184
N	20	1	1309	420.9	40.39	46937	0.2152	900.8	352	231390	0.7819	107.8	0.7706	0.533	278.1	0.8054	0.4935	1818	Pyr. pamoate	0.011431184
N	20	2	1395	416.3	37.59	43569	0.1937	1098	425.6	288971	0.7488	100.1	0.762	0.5271	255.5	0.8197	0.5059	3609	Pyr. pamoate	0.011431184
N	20	3	1292	448.7	42.05	47086	0.2069	1186	463.2	302608	0.743	102.2	0.7816	0.5444	254.3	0.8344	0.5292	5423	Pyr. pamoate	0.011431184
N	20	4	1280	454.5	42.25	48868	0.2023	1222	467.2	307325	0.7248	103.7	0.7777	0.5428	248.4	0.8317	0.5307	7214	Pyr. pamoate	0.011431184
N	20	5	1311	471.8	43.6	49370	0.2041	1200	453	305148	0.6755	101.4	0.7789	0.539	238.4	0.8261	0.5254	9011	Pyr. pamoate	0.011431184
N	20	6	1237	483.9	47.23	51148	0.2132	1171	445.8	314061	0.6774	103.7	0.7893	0.5514	250.3	0.8306	0.5364	10814	Pyr. pamoate	0.011431184
N	20	7	1138	508	51.08	56416	0.22	1067	429.7	290553	0.7164	109.9	0.8027	0.5673	271.6	0.8289	0.5379	12616	Pyr. pamoate	0.011431184
N	20	8	1169	518.3	51.41	56005	0.2193	1008	410.9	252935	0.7437	107.2	0.8014	0.5619	258.6	0.8237	0.53	14413	Pyr. pamoate	0.011431184
N	20	9	1171	504.3	50.4	53740	0.2197	934.1	382.1	233777	0.7443	105.9	0.7953	0.558	255.4	0.8204	0.5239	16211	Pyr. pamoate	0.011431184
N	20	10	1167	523.7	52.37	57243	0.2168	897.1	368.9	231065	0.7535	107.9	0.7982	0.5631	263.9	0.8237	0.5301	18011	Pyr. pamoate	0.011431184
N	20	11	1211	507.8	48.88	55008	0.213	858.1	347.7	212241	0.7349	106.3	0.7908	0.5527	256.2	0.8139	0.5213	19815	Pyr. pamoate	0.011431184
N	20	12	1155	526.2	52.15	57972	0.2198	835.6	342.4	222106	0.7263	108.4	0.799	0.5606	276.6	0.8132	0.5212	21614	Pyr. pamoate	0.011431184
N	20	13	1099	549.5	56.05	60558	0.2275	807.2	333.4	218101	0.7722	109.2	0.8121	0.5705	280	0.8236	0.5315	23417	Pyr. pamoate	0.011431184
N	20	14	1098	562.8	58.31	61901	0.2305	781	327.2	211245	0.7418	109.5	0.8139	0.5724	281.3	0.8138	0.5191	25214	Pyr. pamoate	0.011431184
N	20	15	1094	560.5	57.81	61777	0.2287	794.9	330.4	209091	0.7503	109.5	0.8138	0.5735	271.7	0.8126	0.5181	27014	Pyr. pamoate	0.011431184
N	20	16	1105	559	56.57	62376	0.2263	874.2	358.5	229394	0.746	110.3	0.8115	0.5714	279	0.8129	0.5205	28815	Pyr. pamoate	0.011431184
N	20	17	1074	547.4	58.17	60179	0.2363	876.2	358.4	239681	0.7346	109.6	0.8182	0.5747	287.5	0.8155	0.5233	30615	Pyr. pamoate	0.011431184
N	20	18	1095	579.4	60.84	63209	0.2355	861.3	355.5	227959	0.7251	108.8	0.8146	0.5696	280.3	0.8084	0.5151	34209	Pyr. pamoate	0.011431184
N	20	19	1049	587.7	62.92	64800	0.2392	958.2	393.2	253733	0.709	109.2	0.8201	0.5745	275.1	0.8112	0.5162	37815	Pyr. pamoate	0.011431184
N	20	20	1072	593.2	63.64	64270	0.2412	882.9	361.1	234486	0.6977	107.4	0.816	0.5701	275.1	0.8074	0.5188	41417	Pyr. pamoate	0.011431184
N	20	21	1049	578.1	62.75	63363	0.2453	1020	415.1	284077	0.6882	109.6	0.8143	0.573	280.2	0.8112	0.5192	45016	Pyr. pamoate	0.011431184
N	20	22	1008	601	68.34	64585	0.2543	981.4	412.4	262130	0.6965	108	0.8282	0.5793	275.5	0.8173	0.5236	48609	Pyr. pamoate	0.011431184
N	20	23	1071	606.7	67.37	64087	0.2468	1084	439.7	283795	0.634	105.5	0.8185	0.5703	265.6	0.8127	0.5221	52209	Pyr. pamoate	0.011431184
O	20	0	908	331.9	22.17	29578	0.1136	360.2	164.5	65204	0.3727	83.57	0.5943	0.4028	169.1	0.6489	0.4165	0	Pyr. pamoate	0.003810395
O	20	1	22937	244.8	17.98	14429	0.2995	89.43	48.85	5798	-0.7136	57.69	0.757	0.4743	57.55	0.7573	0.4743	1818	Pyr. pamoate	0.003810395
O	20	2	22578	273.8	13.48	16337	0.136	83.1	47.53	5540	-0.3912	58.42	0.7662	0.4818	58.4	0.767	0.4819	3609	Pyr. pamoate	0.003810395
O	20	3	274	502.9	53.31	49031	0.247	873.7	399.7	169606	0.6695	94.51	0.7478	0.5111	192.9	0.7685	0.4829	5423	Pyr. pamoate	0.003810395
O	20	4	16611	302.4	11.65	15357	0.05397	81.79	47.98	5918	-0.03756	49.64	0.664	0.4315	55.69	0.6958	0.4459	7214	Pyr. pamoate	0.003810395
O	20	5	1136	384	28.22	30358	0.1011	304.8	149.1	52671	0.2697	77.13	0.6054	0.4143	146.5	0.6438	0.4189	9011	Pyr. pamoate	0.003810395
O	20	6	21245	304.5	19.17	17728	0.05485	80.73	51.5	5576	0.06199	56.95	0.742	0.4669	58.4	0.75	0.4697	10814	Pyr. pamoate	0.003810395
O	20	7	351	529.4	52.31	47841	0.237	741.5	339.2	123387	0.6561	87.83	0.7508	0.5069	159.3	0.7795	0.4894	12616	Pyr. pamoate	0.003810395
O	20	8	324	540.7	51.57	53123	0.2365	682.4	329.8	124568	0.6071	95.82	0.7881	0.5393	176.4	0.7867	0.5093	14413	Pyr. pamoate	0.003810395
O	20	9	274	551.5	60.07	53338	0.2586	807.9	362.3	187963	0.6868	94.78	0.7716	0.5322	220.3	0.7803	0.498	16211	Pyr. pamoate	0.003810395
O	20	10	1683	377.7	19.15	31782	0.0724	234.9	112.6	44447	0.1705	82.32	0.5804	0.3962	139	0.6123	0.4023	18011	Pyr. pamoate	0.003810395
O	20	11	638	455.4	35.15	40148	0.148	492.8	225.7	91242	0.4172	86.4	0.662	0.454	163.2	0.6959	0.4504	19815	Pyr. pamoate	0.003810395
O	20	12	382	531.8	52.33	47995	0.2262	754.1	329.4	142046	0.7138	87.24	0.7377	0.5084	188.2	0.7709	0.4921	21614	Pyr. pamoate	0.003810395
O	20	13	2733	359.7	16.31	29391	0.05726	201.7	96.64	36171	0.1042	80.89	0.5632	0.3885	129.6	0.6033	0.4006	23417	Pyr. pamoate	0.003810395
O	20	14	395	538.8	49.9	50529	0.2132	764	332.9	146049	0.5855	90.12	0.7529	0.5116	181.3	0.7649	0.4911	25214	Pyr. pamoate	0.003810395
O	20	15	2938	365	15.81	29509	0.05389	220.8	96.95	40742	0.07376	79.63	0.5693	0.3892	128.9	0.6075	0.3991	27014	Pyr. pamoate	0.003810395
O	20	16	1180	405.1	23.42	35007	0.09179	349.8	151.2	62399	0.1964	83.81	0.6107	0.4144	141.6	0.6398	0.4165	28815	Pyr. pamoate	0.003810395
O	20	17	2283	357.7	16.75	29924	0.06075	233.5	104.4	48793	0.09337	82.32	0.5651	0.3868	134.1	0.5961	0.3928	30615	Pyr. pamoate	0.003810395
O	20	18	1192	416.1	23.53	36109	0.09549	604.8	167.1	142520	0.1974	85.29	0.6112	0.419	150.9	0.6413	0.419	34209	Pyr. pamoate	0.003810395
O	20	19	1863	393.1	19.41	32158	0.0725	638.7	135.2	151713	0.04889	80.36	0.5879	0.3999	136.2	0.6189	0.4079	37815	Pyr. pamoate	0.003810395
O	20	20	1450	396.9	21.85	35237	0.08389	1327	206.7	231023	0.3384	87.94	0.5983	0.4091	168.9	0.6574	0.4231	41417	Pyr. pamoate	0.003810395
O	20	21	2409	371.2	16.98	30618	0.05998	520.9	110.5	115746	0.07109	81.51	0.5682	0.3892	132.6	0.606	0.4009	45016	Pyr. pamoate	0.003810395
O	20	22	1694	394.1	19.95	33774	0.07469	525.2	137.7	144232	0.1126	84.46	0.5794	0.3991	149.3	0.6114	0.403	48609	Pyr. pamoate	0.003810395
O	20	23	1557	401.4	21.06	37084	0.08111	1234	170	279590	0.2477	92.28	0.5944	0.4105	164	0.6365	0.4181	52209	Pyr. pamoate	0.003810395
P	20	0	320	384.3	35.65	50121	0.1457	417.4	197.4	114049	0.4579	138	0.6187	0.4453	279.7	0.6533	0.4295	0	Pyr. pamoate	0.003810395
P	20	1	399	370.4	31.16	35555	0.1361	450.9	214.5	110152	0.4878	90.93	0.632	0.4545	230	0.6916	0.45	1818	Pyr. pamoate	0.003810395
P	20	2	399	407.2	35.43	38458	0.1469	453.9	229.6	102828	0.5268	92.7	0.6468	0.4568	212	0.6878	0.4476	3609	Pyr. pamoate	0.003810395
P	20	3	546	398	31.2	43279	0.1132	360.8	179.6	76534	0.3903	113.5	0.6024	0.4261	204.1	0.6542	0.431	5423	Pyr. pamoate	0.003810395
P	20	4	182	589.8	73.23	55766	0.2758	808.1	388	189809	0.7423	93.36	0.8006	0.5752	239.5	0.8217	0.5295	7214	Pyr. pamoate	0.003810395
P	20	5	569	413.5	31.7	42247	0.1127	358	181.6	77710	0.4488	105.7	0.6178	0.4336	208.9	0.6783	0.4426	9011	Pyr. pamoate	0.003810395
P	20	6	181	625.9	80.64	58623	0.2862	788.2	384.2	189823	0.7868	93.61	0.8214	0.5992	237.6	0.8286	0.5493	10814	Pyr. pamoate	0.003810395
P	20	7	268	545.7	61.15	49933	0.2189	694.5	355.9	167981	0.7752	90.4	0.7391	0.5246	246.2	0.7841	0.5136	12616	Pyr. pamoate	0.003810395
P	20	8	265	558.8	62.75	49260	0.2209	695.7	348.2	162349	0.7905	87.14	0.7451	0.5427	249.1	0.7947	0.5229	14413	Pyr. pamoate	0.003810395
P	20	9	189	620	76.88	56675	0.2773	818.3	386.5	199705	0.7676	92.1	0.8097	0.5896	250.9	0.8051	0.526	16211	Pyr. pamoate	0.003810395
P	20	10	375	492.5	45.68	56575	0.1485	416.1	216.2	128604	0.5741	121.3	0.6639	0.4851	287.2	0.6954	0.4646	18011	Pyr. pamoate	0.003810395
P	20	11	217	599.8	72.67	60444	0.2479	703	359.8	178509	0.7694	103.2	0.7819	0.5647	255.7	0.7936	0.5237	19815	Pyr. pamoate	0.003810395
P	20	12	206	628.7	78.07	60973	0.2638	760.2	379.8	189966	0.7883	99.6	0.7935	0.5817	254.1	0.8157	0.5416	21614	Pyr. pamoate	0.003810395
P	20	13	218	620.4	74.22	62567	0.2474	723	368.7	184640	0.7805	103.9	0.8123	0.5963	256.2	0.8086	0.5456	23417	Pyr. pamoate	0.003810395
P	20	14	372	510.2	48.84	73117	0.1527	421.7	222.6	106052	0.5616	166.6	0.6564	0.4789	296.3	0.6969	0.4643	25214	Pyr. pamoate	0.003810395
P	20	15	200	658	84.01	65347	0.2635	762.3	389	178444	0.8149	103	0.8016	0.5866	245.9	0.8262	0.5571	27014	Pyr. pamoate	0.003810395
P	20	16	221	638.5	78.01	59537	0.2601	717.1	362.8	156119	0.7656	96.49	0.7868	0.5677	219.6	0.8064	0.5413	28815	Pyr. pamoate	0.003810395
P	20	17	824	412.4	26.13	35318	0.0823	237.6	128.3	63427	0.3917	84.57	0.5721	0.4076	206.6	0.6176	0.4123	30615	Pyr. pamoate	0.003810395
P	20	18	185	684.3	89.16	66052	0.2745	796.3	393.3	225818	0.795	100	0.8182	0.6025	285.9	0.8304	0.5646	34209	Pyr. pamoate	0.003810395
P	20	19	204	659.5	78.3	63364	0.2543	739.5	370.6	188649	0.7397	97.02	0.8148	0.5899	258.6	0.8148	0.5343	37815	Pyr. pamoate	0.003810395
P	20	20	204	655.9	80.57	64604	0.2606	781.3	393.2	219982	0.7786	101.4	0.792	0.5748	272.5	0.8048	0.5314	41417	Pyr. pamoate	0.003810395
P	20	21	210	649.8	79.12	62414	0.2602	772.3	387	189309	0.7694	98.97	0.7954	0.5762	235.4	0.8179	0.5438	45017	Pyr. pamoate	0.003810395
P	20	22	201	662	83.14	62234	0.2601	820	405.8	173196	0.7701	96.57	0.7964	0.5874	209.5	0.8098	0.5405	48609	Pyr. pamoate	0.003810395
P	20	23	456	486.6	40.1	66840	0.1249	396.2	212.9	100211	0.4708	154.1	0.6233	0.4496	269.5	0.6561	0.4325	52209	Pyr. pamoate	0.003810395
P	21	0	350	343.8	36.23	39738	0.1875	401.3	179.8	125202	0.4746	111.7	0.6447	0.4505	265.8	0.6573	0.4189	0	Piplartine	0.003810395
P	21	1	480	296.1	27.98	30922	0.1544	311.6	134.5	77645	0.3839	98.17	0.6057	0.4213	206	0.6301	0.4073	1818	Piplartine	0.003810395
P	21	2	200	513.9	74.09	54816	0.3629	700.5	298.2	169139	0.6786	108.9	0.8365	0.6029	266.8	0.8036	0.5207	3609	Piplartine	0.003810395
P	21	3	176	518.5	75.69	63642	0.3557	635.8	287.7	179861	0.6758	124.1	0.8651	0.63	308.3	0.8182	0.5392	5423	Piplartine	0.003810395
P	21	4	195	522.6	74.36	59668	0.3467	638.9	279.5	180979	0.6895	114.7	0.8535	0.6195	301.7	0.8105	0.5251	7214	Piplartine	0.003810395
P	21	5	192	537.1	77.13	63421	0.3428	593.9	270.4	164748	0.683	120	0.8606	0.6238	310.3	0.8048	0.5272	9011	Piplartine	0.003810395
P	21	6	177	566.2	85.39	64480	0.3627	732.3	328	208373	0.7365	117.6	0.8683	0.6346	336.4	0.8068	0.5143	10814	Piplartine	0.003810395
P	21	7	182	552.3	80.43	64382	0.3534	653.9	291.6	183031	0.7179	118.9	0.8602	0.6236	320.3	0.8041	0.5201	12616	Piplartine	0.003810395
P	21	8	175	579.3	85.65	68833	0.3646	745.9	330	224947	0.7438	123.7	0.8751	0.6413	350.4	0.7983	0.5123	14413	Piplartine	0.003810395
